date,symbol,actual_price,predicted_price,floating_pnl,realized_pnl,position_size,action
2025-04-14,TWDUSD=X,0.0309004392474889,0.0303877039009178,0.0,0.0,0.0,OPEN_SHORT
2025-04-15,TWDUSD=X,0.0309054050594568,0.0307861039721088,-0.0049658119678497,0.0,-1000.0,ADD_SHORT
2025-04-16,TWDUSD=X,0.0307654421776533,0.0307909597316674,0.0,0.2749599516391754,-2000.0,CLOSE
2025-04-17,TWDUSD=X,0.0308844055980443,0.0306514555678691,0.0,0.0,0.0,OPEN_SHORT
2025-04-22,TWDUSD=X,0.0308255683630704,0.0307700857753535,0.0588372349739074,0.0,-1000.0,ADD_SHORT
2025-04-23,TWDUSD=X,0.0306997075676918,0.0307116164624267,0.0,0.3105588257312774,-2000.0,CLOSE
2025-04-24,TWDUSD=X,0.0307382103055715,0.0305862266867569,0.0,0.0,0.0,OPEN_SHORT
2025-04-25,TWDUSD=X,0.0308303218334913,0.0306246057529848,-0.0921115279197692,0.0,-1000.0,ADD_SHORT
2025-04-28,TWDUSD=X,0.0307512525469064,0.0307163846293681,0.0660270452499389,0.0,-2000.0,ADD_SHORT
2025-04-29,TWDUSD=X,0.0308395456522703,0.0306376373704661,-0.1988522708415985,0.0,-3000.0,HOLD
2025-04-30,TWDUSD=X,0.0309389661997556,0.0307255406514555,0.0,-0.4971139132976532,-3000.0,OPEN_SHORT
2025-05-01,TWDUSD=X,0.0312187802046537,0.0308244780640952,0.0,-0.2798140048980713,-1000.0,OPEN_SHORT
2025-05-02,TWDUSD=X,0.0311413947492837,0.0311032512719884,0.0773854553699493,0.0,-1000.0,ADD_SHORT
2025-05-05,TWDUSD=X,0.0325687266886234,0.0310261308373454,0.0,-2.777278423309326,-2000.0,OPEN_SHORT
2025-05-06,TWDUSD=X,0.0342935547232627,0.0324480391988712,0.0,-1.7248280346393583,-1000.0,OPEN_SHORT
2025-05-07,TWDUSD=X,0.0333582423627376,0.0341661537778175,0.0,0.9353123605251312,-1000.0,OPEN_LONG
2025-05-08,TWDUSD=X,0.0329048037528991,0.0332341545449762,0.0,-0.4534386098384857,1000.0,OPEN_LONG
2025-05-09,TWDUSD=X,0.0330370999872684,0.0327822649359101,0.0,0.1322962343692779,1000.0,CLOSE
2025-05-12,TWDUSD=X,0.033061783760786,0.03291397377423,0.0,0.0,0.0,OPEN_SHORT
2025-05-13,TWDUSD=X,0.0329022035002708,0.0329385270547122,0.0,0.159580260515213,-1000.0,CLOSE
2025-05-14,TWDUSD=X,0.032867707312107,0.0327794843582009,0.0,0.0,0.0,OPEN_SHORT
2025-05-15,TWDUSD=X,0.0329601131379604,0.0327449832610727,-0.0924058258533477,0.0,-1000.0,ADD_SHORT
2025-05-16,TWDUSD=X,0.0331488065421581,0.0328370357976217,0.0,-0.4697926342487335,-2000.0,OPEN_SHORT
2025-05-19,TWDUSD=X,0.0331097319722175,0.0330251607882172,0.039074569940567,0.0,-1000.0,ADD_SHORT
2025-05-20,TWDUSD=X,0.0331721156835556,0.0329864153710742,-0.0856928527355194,0.0,-2000.0,ADD_SHORT
2025-05-21,TWDUSD=X,0.0331715680658817,0.0330486360802825,-0.0840499997138907,0.0,-3000.0,HOLD
2025-05-22,TWDUSD=X,0.0333087965846061,0.0330481004732698,-0.4957355558872153,0.0,-3000.0,HOLD
2025-05-23,TWDUSD=X,0.0332813039422035,0.0331848012477058,-0.4132576286792686,0.0,-3000.0,HOLD
2025-05-26,TWDUSD=X,0.0333650298416614,0.0331573521534877,0.0,-0.6644353270530632,-3000.0,OPEN_SHORT
2025-05-27,TWDUSD=X,0.0334280468523502,0.0332406549645521,-0.0630170106887817,0.0,-1000.0,ADD_SHORT
2025-05-28,TWDUSD=X,0.0333724915981292,0.0333032926553124,0.0480934977531433,0.0,-2000.0,ADD_SHORT
2025-05-29,TWDUSD=X,0.0333889797329902,0.0332478688714179,-0.001370906829827,0.0,-3000.0,HOLD
2025-05-30,TWDUSD=X,0.0335007272660732,0.0332642432338163,-0.3366135060787131,0.0,-3000.0,HOLD
2025-06-02,TWDUSD=X,0.033477284014225,0.0333754205814263,-0.2662837505340507,0.0,-3000.0,HOLD
2025-06-03,TWDUSD=X,0.033347450196743,0.033351787825161,0.0,0.1232177019119332,-3000.0,CLOSE
2025-06-04,TWDUSD=X,0.033371265977621,0.033222070974691,0.0,0.0,0.0,OPEN_SHORT
2025-06-05,TWDUSD=X,0.033397901803255,0.0332453813887685,-0.0266358256340026,0.0,-1000.0,ADD_SHORT
2025-06-06,TWDUSD=X,0.0333942249417305,0.03327154235608,-0.0192821025848388,0.0,-2000.0,ADD_SHORT
2025-06-09,TWDUSD=X,0.0334250293672084,0.0332676277308048,-0.1116953790187905,0.0,-3000.0,HOLD
2025-06-10,TWDUSD=X,0.0334293879568576,0.0332981109809887,-0.1247711479663918,0.0,-3000.0,HOLD
2025-06-11,TWDUSD=X,0.0334572345018386,0.0333022226395634,-0.2083107829094002,0.0,-3000.0,HOLD
2025-06-12,TWDUSD=X,0.0335486009716987,0.0333297674816704,0.0,-0.4824101924896309,-3000.0,OPEN_SHORT
2025-02-05 00:00:00,USDEUR=X,0.9640599935596084,0.9692021860628892,0.0,0.0,0.0,OPEN_LONG
2025-02-05 00:00:00,USDGBP=X,0.8013999982039547,0.8050579615782804,0.0,0.0,0.0,OPEN_LONG
2025-02-05 00:00:00,USDJPY=X,154.13299560546875,155.40433802326052,0.0,0.0,0.0,OPEN_LONG
2025-02-06 00:00:00,USDEUR=X,0.961460029634846,0.9649574147078914,-2.5999639247623607,0.0,1000.0,ADD_LONG
2025-02-06 00:00:00,USDGBP=X,0.7997399984688969,0.8020649095393982,-1.6599997350578155,0.0,1000.0,ADD_LONG
2025-02-06 00:00:00,USDJPY=X,152.6060028076172,154.25919674770697,0.0,-1526.9927978515625,1000.0,OPEN_LONG
2025-02-07 00:00:00,USDEUR=X,0.9628600333923388,0.9623539052793568,0.0,0.2000435902236308,2000.0,CLOSE
2025-02-07 00:00:00,USDGBP=X,0.8040199617897751,0.8004026484396858,0.0,6.899926906698495,2000.0,CLOSE
2025-02-07 00:00:00,USDJPY=X,151.1929931640625,152.7307480670615,0.0,-1413.0096435546875,1000.0,OPEN_LONG
2025-02-10 00:00:00,USDEUR=X,0.9697800384300088,0.9637549346276432,0.0,0.0,0.0,OPEN_SHORT
2025-02-10 00:00:00,USDGBP=X,0.806999957478764,0.8046859886906389,0.0,0.0,0.0,OPEN_SHORT
2025-02-10 00:00:00,USDJPY=X,151.8459930419922,151.31639848918755,0.0,652.9998779296875,1000.0,CLOSE
2025-02-11 00:00:00,USDEUR=X,0.9707300059503242,0.970681810608003,-0.9499675203152868,0.0,-1000.0,HOLD
2025-02-11 00:00:00,USDGBP=X,0.8090200158146742,0.8076689132683846,-2.0200583359102358,0.0,-1000.0,ADD_SHORT
2025-02-11 00:00:00,USDJPY=X,151.75900268554688,151.96988846804433,0.0,0.0,0.0,OPEN_LONG
2025-02-12 00:00:00,USDEUR=X,0.96479001696426,0.97163296959704,0.0,4.990021465748895,-1000.0,CLOSE
2025-02-12 00:00:00,USDGBP=X,0.8031100355246079,0.8096909077814727,0.0,9.799902244222336,-2000.0,CLOSE
2025-02-12 00:00:00,USDJPY=X,152.73899841308594,151.88264466086648,0.0,979.9957275390624,1000.0,CLOSE
2025-02-13 00:00:00,USDEUR=X,0.9622799380092528,0.9656870186484198,0.0,0.0,0.0,OPEN_LONG
2025-02-13 00:00:00,USDGBP=X,0.8031700128700868,0.8037761073978006,0.0,0.0,0.0,OPEN_LONG
2025-02-13 00:00:00,USDJPY=X,154.2550048828125,152.86326812046636,0.0,0.0,0.0,OPEN_SHORT
2025-02-14 00:00:00,USDEUR=X,0.9558699928713766,0.9631736057945388,0.0,-6.409945137876072,1000.0,OPEN_LONG
2025-02-14 00:00:00,USDGBP=X,0.7959599893044699,0.803835898293466,0.0,-7.210023565616952,1000.0,OPEN_LONG
2025-02-14 00:00:00,USDJPY=X,152.98899841308594,154.38043232641968,0.0,1266.0064697265625,-1000.0,CLOSE
2025-02-17 00:00:00,USDEUR=X,0.9533600038095268,0.9567569984756472,-2.509989061849849,0.0,1000.0,ADD_LONG
2025-02-17 00:00:00,USDGBP=X,0.7946500472937865,0.7966199453264509,-1.3099420106833517,0.0,1000.0,ADD_LONG
2025-02-17 00:00:00,USDJPY=X,152.0229949951172,153.1132452196155,0.0,0.0,0.0,OPEN_LONG
2025-02-18 00:00:00,USDEUR=X,0.9537099903999244,0.954243860863665,-1.8100158810547828,0.0,2000.0,ADD_LONG
2025-02-18 00:00:00,USDGBP=X,0.7923000215533811,0.7953089079421097,-6.0099934914943365,0.0,2000.0,ADD_LONG
2025-02-18 00:00:00,USDJPY=X,151.44400024414062,152.14650007486014,-578.9947509765625,0.0,1000.0,ADD_LONG
2025-02-19 00:00:00,USDEUR=X,0.9570900364998188,0.9545928819364656,0.0,8.33012241862885,3000.0,CLOSE
2025-02-19 00:00:00,USDGBP=X,0.7920299688158443,0.7929567694312339,-6.82015170410466,0.0,3000.0,HOLD
2025-02-19 00:00:00,USDJPY=X,151.93099975585938,151.5669594230546,0.0,395.0042724609375,2000.0,CLOSE
2025-02-20 00:00:00,USDEUR=X,0.9595999714474496,0.9579747188184335,0.0,0.0,0.0,OPEN_SHORT
2025-02-20 00:00:00,USDGBP=X,0.7946500472937865,0.7926862134170675,0.0,1.0400837297219745,3000.0,CLOSE
2025-02-20 00:00:00,USDJPY=X,151.22000122070312,152.05432587150992,0.0,0.0,0.0,OPEN_LONG
2025-02-21 00:00:00,USDEUR=X,0.9523299627292244,0.9604849293837184,0.0,7.2700087182252515,-1000.0,CLOSE
2025-02-21 00:00:00,USDGBP=X,0.7892409826485884,0.7953077646892442,0.0,0.0,0.0,OPEN_LONG
2025-02-21 00:00:00,USDJPY=X,149.4080047607422,151.34272320970356,0.0,-1811.9964599609373,1000.0,OPEN_LONG
2025-02-24 00:00:00,USDEUR=X,0.9546700043553378,0.953206610222864,0.0,0.0,0.0,OPEN_SHORT
2025-02-24 00:00:00,USDGBP=X,0.7905200260924321,0.7898934605625452,0.0,1.2790434438436638,1000.0,CLOSE
2025-02-24 00:00:00,USDJPY=X,149.38699340820312,149.52918660127114,-21.0113525390625,0.0,1000.0,ADD_LONG
2025-02-25 00:00:00,USDEUR=X,0.9559000557453998,0.9555480103336326,-1.230051390062048,0.0,-1000.0,HOLD
2025-02-25 00:00:00,USDGBP=X,0.7925299732800333,0.7911727987849354,0.0,0.0,0.0,OPEN_SHORT
2025-02-25 00:00:00,USDJPY=X,149.86399841308594,149.5081260423337,0.0,932.9986572265624,2000.0,CLOSE
2025-02-26 00:00:00,USDEUR=X,0.950200011213994,0.9567784159839944,0.0,4.469993141343664,-1000.0,CLOSE
2025-02-26 00:00:00,USDGBP=X,0.7889900042174234,0.7931838535024739,0.0,3.5399690626098934,-1000.0,CLOSE
2025-02-26 00:00:00,USDJPY=X,149.0780029296875,149.98542969257412,0.0,0.0,0.0,OPEN_LONG
2025-02-27 00:00:00,USDEUR=X,0.9533999861796572,0.9510717940741764,0.0,0.0,0.0,OPEN_SHORT
2025-02-27 00:00:00,USDGBP=X,0.7885000137704912,0.7896401173163646,0.0,0.0,0.0,OPEN_LONG
2025-02-27 00:00:00,USDJPY=X,148.83799743652344,149.19872056441346,-240.0054931640625,0.0,1000.0,ADD_LONG
2025-02-28 00:00:00,USDEUR=X,0.9619900420375692,0.9542727097167188,0.0,-8.59005585791206,-1000.0,OPEN_SHORT
2025-02-28 00:00:00,USDGBP=X,0.793720036590983,0.7891482212514833,0.0,5.220022820491832,1000.0,CLOSE
2025-02-28 00:00:00,USDJPY=X,150.01199340820312,148.95841660837667,0.0,2107.9864501953125,2000.0,CLOSE
2025-03-03 00:00:00,USDEUR=X,0.9602599336429264,0.9628682550660838,0.0,1.7301083946428264,-1000.0,CLOSE
2025-03-03 00:00:00,USDGBP=X,0.7934000108011104,0.7943713338690337,0.0,0.0,0.0,OPEN_LONG
2025-03-03 00:00:00,USDJPY=X,150.77099609375,150.13333913515714,0.0,0.0,0.0,OPEN_SHORT
2025-03-04 00:00:00,USDEUR=X,0.9537400259928756,0.961135734764483,0.0,0.0,0.0,OPEN_LONG
2025-03-04 00:00:00,USDGBP=X,0.7873100228996006,0.7940504849236538,0.0,-6.08998790150983,1000.0,OPEN_LONG
2025-03-04 00:00:00,USDJPY=X,149.30499267578125,150.8930373608613,0.0,1466.00341796875,-1000.0,CLOSE
2025-03-05 00:00:00,USDEUR=X,0.9409999452581438,0.9546098059793112,0.0,-12.740080734731873,1000.0,OPEN_LONG
2025-03-05 00:00:00,USDGBP=X,0.7816000022361755,0.7879555441005565,0.0,-5.710020663425075,1000.0,OPEN_LONG
2025-03-05 00:00:00,USDJPY=X,149.7989959716797,149.42587366101213,0.0,0.0,0.0,OPEN_SHORT
2025-03-06 00:00:00,USDEUR=X,0.9263600454577028,0.941857715923133,0.0,-14.639899800441004,1000.0,OPEN_LONG
2025-03-06 00:00:00,USDGBP=X,0.7756800324304701,0.7822407619769765,0.0,-5.919969805705416,1000.0,OPEN_LONG
2025-03-06 00:00:00,USDJPY=X,148.8979949951172,149.92040313437332,0.0,901.0009765625,-1000.0,CLOSE
2025-03-07 00:00:00,USDEUR=X,0.9269600059229204,0.927203746589935,0.5999604652174861,0.0,1000.0,HOLD
2025-03-07 00:00:00,USDGBP=X,0.776077955950684,0.7763153153615494,0.3979235202138387,0.0,1000.0,HOLD
2025-03-07 00:00:00,USDJPY=X,148.10800170898438,149.01872889716205,0.0,0.0,0.0,OPEN_LONG
2025-03-10 00:00:00,USDEUR=X,0.9207600088073948,0.9278038028610288,0.0,-5.600036650307949,1000.0,OPEN_LONG
2025-03-10 00:00:00,USDGBP=X,0.7732499965202585,0.7767128537083849,-2.4300359102116253,0.0,1000.0,ADD_LONG
2025-03-10 00:00:00,USDJPY=X,147.60800170898438,148.2280860030156,-500.0,0.0,1000.0,ADD_LONG
2025-03-11 00:00:00,USDEUR=X,0.9225599601264788,0.9215979426898746,0.0,1.7999513190839478,1000.0,CLOSE
2025-03-11 00:00:00,USDGBP=X,0.7766699624294157,0.7738822196788756,0.0,4.409895908102701,2000.0,CLOSE
2025-03-11 00:00:00,USDJPY=X,147.06900024414062,147.7276520603781,0.0,-1578.0029296875,2000.0,OPEN_LONG
2025-03-12 00:00:00,USDEUR=X,0.9162400182623066,0.9233994890481588,0.0,0.0,0.0,OPEN_LONG
2025-03-12 00:00:00,USDGBP=X,0.7725099938769114,0.7773050799053031,0.0,0.0,0.0,OPEN_LONG
2025-03-12 00:00:00,USDJPY=X,148.04200744628906,147.18802081246386,0.0,973.0072021484376,1000.0,CLOSE
2025-03-13 00:00:00,USDEUR=X,0.9185900030310836,0.917073508639534,0.0,2.3499847687769027,1000.0,CLOSE
2025-03-13 00:00:00,USDGBP=X,0.7713500101928888,0.7731417268430706,-1.159983684022592,0.0,1000.0,ADD_LONG
2025-03-13 00:00:00,USDJPY=X,148.2790069580078,148.16183008020116,0.0,0.0,0.0,OPEN_SHORT
2025-03-14 00:00:00,USDEUR=X,0.9211800264693776,0.9194254196540916,0.0,0.0,0.0,OPEN_SHORT
2025-03-14 00:00:00,USDGBP=X,0.7717000530620325,0.77198065148934,-0.4598979457353103,0.0,2000.0,HOLD
2025-03-14 00:00:00,USDJPY=X,147.94900512695312,148.39910869318803,0.0,330.0018310546875,-1000.0,CLOSE
2025-03-17 00:00:00,USDEUR=X,0.919009955767361,0.922017385570465,0.0,2.170070702016691,-1000.0,CLOSE
2025-03-17 00:00:00,USDGBP=X,0.7733599927131684,0.7723310959929037,0.0,2.859981356536423,2000.0,CLOSE
2025-03-17 00:00:00,USDJPY=X,148.59800720214844,148.06896981660037,0.0,0.0,0.0,OPEN_SHORT
2025-03-18 00:00:00,USDEUR=X,0.9158199930587012,0.9198455551421676,0.0,0.0,0.0,OPEN_LONG
2025-03-18 00:00:00,USDGBP=X,0.7701000313874723,0.7739927703859271,0.0,0.0,0.0,OPEN_LONG
2025-03-18 00:00:00,USDJPY=X,149.37899780273438,148.71854405055572,0.0,-780.9906005859375,-1000.0,OPEN_SHORT
2025-03-19 00:00:00,USDEUR=X,0.9141200276395564,0.9166528307222636,-1.6999654191447444,0.0,1000.0,ADD_LONG
2025-03-19 00:00:00,USDGBP=X,0.7692000440873362,0.7707303803666378,-0.8999873001360736,0.0,1000.0,ADD_LONG
2025-03-19 00:00:00,USDJPY=X,149.45199584960938,149.50009025916748,0.0,-72.998046875,-1000.0,CLOSE
2025-03-20 00:00:00,USDEUR=X,0.9164300013153336,0.9149514096955188,0.0,2.919981932409499,2000.0,CLOSE
2025-03-20 00:00:00,USDGBP=X,0.768599999633503,0.769830235704751,-2.1000762078027257,0.0,2000.0,ADD_LONG
2025-03-20 00:00:00,USDJPY=X,148.49000549316406,149.5732247931046,0.0,0.0,0.0,OPEN_LONG
2025-03-21 00:00:00,USDEUR=X,0.9210900048774264,0.917263190825732,0.0,0.0,0.0,OPEN_SHORT
2025-03-21 00:00:00,USDGBP=X,0.7711300566235758,0.769229854029829,0.0,5.490094762415576,3000.0,CLOSE
2025-03-21 00:00:00,USDJPY=X,148.5959930419922,148.61050843570746,105.987548828125,0.0,1000.0,HOLD
2025-03-24 00:00:00,USDEUR=X,0.9228700277765064,0.9219270456007654,-1.7800228990800804,0.0,-1000.0,ADD_SHORT
2025-03-24 00:00:00,USDGBP=X,0.7737199980409368,0.7717618452778902,0.0,0.0,0.0,OPEN_SHORT
2025-03-24 00:00:00,USDJPY=X,149.677001953125,148.71671883692477,0.0,1186.9964599609375,1000.0,CLOSE
2025-03-25 00:00:00,USDEUR=X,0.9256199952089286,0.9237089682648554,-7.279957763924205,0.0,-2000.0,ADD_SHORT
2025-03-25 00:00:00,USDGBP=X,0.7737399804107074,0.7743538228206813,0.0,-0.0199823697705214,-1000.0,CLOSE
2025-03-25 00:00:00,USDJPY=X,150.7740020751953,149.79885873039973,0.0,0.0,0.0,OPEN_SHORT
2025-03-26 00:00:00,USDEUR=X,0.9269999557971976,0.926461720738359,0.0,-11.419839528730936,-3000.0,OPEN_SHORT
2025-03-26 00:00:00,USDGBP=X,0.7725999973843288,0.7743740678468837,0.0,0.0,0.0,OPEN_LONG
2025-03-26 00:00:00,USDJPY=X,149.9499969482422,150.89683676695822,0.0,824.005126953125,-1000.0,CLOSE
2025-03-27 00:00:00,USDEUR=X,0.9309200414511268,0.9278428990559452,-3.920085653929317,0.0,-1000.0,ADD_SHORT
2025-03-27 00:00:00,USDGBP=X,0.77653997275642,0.7732336431620594,0.0,3.93997537209112,1000.0,CLOSE
2025-03-27 00:00:00,USDJPY=X,150.47300720214844,150.07227689242768,0.0,0.0,0.0,OPEN_SHORT
2025-03-28 00:00:00,USDEUR=X,0.925840046787514,0.931765849911068,0.0,6.239903673296521,-2000.0,CLOSE
2025-03-28 00:00:00,USDGBP=X,0.7720799742511399,0.7771770406161322,0.0,0.0,0.0,OPEN_LONG
2025-03-28 00:00:00,USDJPY=X,150.8470001220703,150.59574842906818,-373.992919921875,0.0,-1000.0,ADD_SHORT
2025-03-31 00:00:00,USDEUR=X,0.9238800280932566,0.9266825230435164,0.0,0.0,0.0,OPEN_LONG
2025-03-31 00:00:00,USDGBP=X,0.7728999707004797,0.7727142967502598,0.0,0.8199964493397216,1000.0,CLOSE
2025-03-31 00:00:00,USDJPY=X,149.61700439453125,150.97016395915733,0.0,2085.99853515625,-2000.0,CLOSE
2025-04-01 00:00:00,USDEUR=X,0.9243100269019952,0.9247223937214036,0.4299988087386186,0.0,1000.0,HOLD
2025-04-01 00:00:00,USDGBP=X,0.7739400036996597,0.7735361188265023,0.0,0.0,0.0,OPEN_SHORT
2025-04-01 00:00:00,USDJPY=X,149.91299438476562,149.73918746068384,0.0,0.0,0.0,OPEN_SHORT
2025-04-02 00:00:00,USDEUR=X,0.9262700314288425,0.9251533343009024,0.0,2.390003335585811,1000.0,CLOSE
2025-04-02 00:00:00,USDGBP=X,0.7738099982141302,0.7745775142517382,0.0,0.1300054855294385,-1000.0,CLOSE
2025-04-02 00:00:00,USDJPY=X,149.7830047607422,150.03530528683314,0.0,129.9896240234375,-1000.0,CLOSE
2025-04-03 00:00:00,USDEUR=X,0.9166999968090488,0.927115295437204,0.0,0.0,0.0,OPEN_LONG
2025-04-03 00:00:00,USDGBP=X,0.7664999823648337,0.7744478726611244,0.0,0.0,0.0,OPEN_LONG
2025-04-03 00:00:00,USDJPY=X,147.8719940185547,149.90507257971598,0.0,0.0,0.0,OPEN_LONG
2025-04-04 00:00:00,USDEUR=X,0.9054900150731356,0.9175352587556296,0.0,-11.209981735913145,1000.0,OPEN_LONG
2025-04-04 00:00:00,USDGBP=X,0.7640199986046807,0.7671312861839679,-2.479983760153015,0.0,1000.0,ADD_LONG
2025-04-04 00:00:00,USDJPY=X,146.2310028076172,147.9922023803555,0.0,-1640.9912109375,1000.0,OPEN_LONG
2025-04-07 00:00:00,USDEUR=X,0.9103699992967608,0.9063147590477144,0.0,4.879984223625344,1000.0,CLOSE
2025-04-07 00:00:00,USDGBP=X,0.77454999164843,0.7646493926757013,0.0,18.58000232734547,2000.0,OPEN_SHORT
2025-04-07 00:00:00,USDJPY=X,145.43299865722656,146.34966890731394,0.0,-798.004150390625,1000.0,OPEN_LONG
2025-04-08 00:00:00,USDEUR=X,0.9161400535512106,0.9111995856672618,0.0,0.0,0.0,OPEN_SHORT
2025-04-08 00:00:00,USDGBP=X,0.7852399811698347,0.775189224395961,0.0,-10.689989521404764,-1000.0,OPEN_SHORT
2025-04-08 00:00:00,USDJPY=X,147.78900146484375,145.55079093748236,0.0,2356.0028076171875,1000.0,OPEN_SHORT
2025-04-09 00:00:00,USDEUR=X,0.9107099896385478,0.9169748885638684,0.0,5.430063912662875,-1000.0,CLOSE
2025-04-09 00:00:00,USDGBP=X,0.7817999574085974,0.7858895872493228,0.0,3.4400237612373097,-1000.0,CLOSE
